GeneName	Astro_GFP_AD_63694	Astro_GFP_WT_63702	Astro_GFP_WT_63703	Astro_GFP_WT_63746	Astro_GFP_WT_63747	Astro_GFP_WT_63765	Astro_GFP_WT_63778	Astro_SOCS3_WT_63704	Astro_SOCS3_WT_63750	Astro_SOCS3_WT_63780	Astro_SOCS3_WT_63796	Astro_SOCS3_WT_63799
ENSMUSG00000020521	2329	4487	3024	3543	5618	958	2896	2476	3387	2548	3463	4278
ENSMUSG00000020516	1573	1484	1538	1491	3054	1063	1903	1036	1638	1586	1494	1824
ENSMUSG00000020513	64	293	0	288	281	149	315	284	318	441	292	229
ENSMUSG00000018171	4731	7821	4481	6479	9347	2876	4442	4065	6350	6079	6079	7240
ENSMUSG00000083992	10	18	15	3	12	12	12	10	11	7	11	10
ENSMUSG00000072582	610	795	107	695	356	688	430	536	833	499	592	779
ENSMUSG00000047126	4719	10563	5223	9330	13711	3852	8821	5326	8068	6465	5763	9434
ENSMUSG00000018425	1001	1431	160	1270	1389	2062	1138	1163	1174	1676	1085	1996
ENSMUSG00000018427	20	38	0	81	125	117	57	67	51	67	26	69
ENSMUSG00000061666	1004	2773	2889	2910	3064	685	1547	2288	2308	1659	2667	3115
ENSMUSG00000020495	95	390	0	460	1111	0	394	260	413	432	546	647
ENSMUSG00000020492	786	312	1	274	640	497	240	431	372	262	367	580
ENSMUSG00000018548	2528	2645	2046	2596	1175	1078	2572	1376	1285	2119	1630	2688
ENSMUSG00000046442	784	382	597	514	861	170	467	363	704	670	862	617
ENSMUSG00000007646	34	0	73	4	142	20	3	17	8	6	42	16
ENSMUSG00000020486	3512	3178	2349	2652	3250	2759	2157	1871	3244	2737	2577	2758
ENSMUSG00000018401	1265	1419	8	1412	1571	913	1702	666	1145	1046	1178	1380
ENSMUSG00000034177	186	117	0	188	0	296	181	149	343	190	154	412
ENSMUSG00000020485	1756	1207	1444	1086	1865	1441	678	1143	1914	1116	1404	1231
ENSMUSG00000084796	18	18	0	16	0	49	2	7	4	6	3	2
ENSMUSG00000034156	1973	2191	1264	1910	2338	1600	4319	1525	2590	3700	2215	3728
ENSMUSG00000009356	31	89	166	133	217	53	145	187	179	76	44	181
ENSMUSG00000034121	942	1174	1201	1744	1977	943	1823	839	1179	1675	1161	1454
ENSMUSG00000052234	252	126	0	123	175	90	138	70	50	27	159	110
ENSMUSG00000020483	231	310	233	224	467	616	91	262	330	176	291	214
ENSMUSG00000018379	7719	6916	5725	8426	9800	7901	11029	6763	11723	12387	11857	11019
ENSMUSG00000087373	0	5	0	18	0	1	36	6	13	11	10	22
ENSMUSG00000018377	1151	2188	1105	1611	1943	948	1318	1349	1889	1375	1536	2348
ENSMUSG00000018378	1879	1645	1968	1529	2065	2152	2051	1971	2601	2820	2246	2283
ENSMUSG00000023723	1186	1149	903	1252	1634	789	559	944	1404	1004	988	1116
ENSMUSG00000108634	0	5	0	3	0	0	10	5	36	10	10	1
ENSMUSG00000069769	1421	927	866	975	1832	1337	1068	1849	3394	1359	2102	1708
ENSMUSG00000085246	78	16	11	4	0	22	24	19	69	22	4	25
ENSMUSG00000084411	89	35	148	50	142	191	76	58	88	58	64	40
ENSMUSG00000087574	3064	2159	1661	2259	2590	1840	1945	1848	2999	2622	2780	2628
ENSMUSG00000018428	418	749	392	714	1189	509	926	630	914	858	641	761
ENSMUSG00000000278	3548	5453	4135	3969	3889	3166	3456	4345	4767	4465	4496	4765
ENSMUSG00000033983	373	549	341	347	478	151	251	494	590	497	592	771
ENSMUSG00000000275	106	434	65	298	282	758	283	365	555	308	223	354
ENSMUSG00000000276	99	561	262	428	745	75	519	215	346	566	273	579
ENSMUSG00000048616	113	152	0	119	177	2	128	179	151	175	136	313
ENSMUSG00000020553	193	253	272	388	614	86	274	516	491	358	535	604
ENSMUSG00000069763	13167	12038	9363	7608	12639	10094	8451	9245	10947	10935	13673	12046
ENSMUSG00000110344	137	41	153	92	137	82	42	108	65	74	98	90
ENSMUSG00000003948	351	1178	0	551	655	853	564	567	514	478	618	611
ENSMUSG00000003949	1195	2230	1306	1810	1123	972	1422	2729	2538	1931	1787	2321
ENSMUSG00000020546	1576	1774	979	2283	1699	650	1296	1083	1921	1715	1701	1908
ENSMUSG00000020544	429	580	641	548	807	762	485	478	654	612	752	738
ENSMUSG00000020541	3941	6402	3994	4851	8216	4358	5213	4255	4863	4484	5379	5960
ENSMUSG00000056158	14	141	260	295	55	0	247	59	79	133	21	85
ENSMUSG00000054079	616	1130	1174	807	1675	673	937	1082	1181	1041	1001	1008
ENSMUSG00000059474	824	483	427	353	221	369	418	529	622	558	555	753
ENSMUSG00000020857	80	80	122	88	61	198	56	98	112	90	120	88
ENSMUSG00000037601	3156	2862	3360	2946	3638	4531	1415	2023	3127	2023	2779	2173
ENSMUSG00000020859	6085	9968	6271	7939	14033	5269	11742	7201	10408	8807	8391	11458
ENSMUSG00000081604	39	10	19	7	23	31	7	18	26	11	14	13
ENSMUSG00000086003	86	87	77	72	77	96	48	91	152	64	90	77
ENSMUSG00000037573	4177	4849	3683	4866	4926	3216	3697	4342	7498	4024	5142	6912
ENSMUSG00000020863	10711	6177	5003	6796	11218	6939	11937	5682	9506	10695	11587	9488
ENSMUSG00000020864	4642	7175	3714	5870	7705	3576	5041	4560	5339	4654	3927	4680
ENSMUSG00000020865	0	194	578	38	0	61	71	2	1	66	0	33
ENSMUSG00000010080	229	36	1	292	0	0	17	0	0	54	28	54
ENSMUSG00000039110	125	359	381	653	333	1	297	1	6	89	110	470
ENSMUSG00000039096	195	285	1	164	21	5	245	178	261	346	241	328
ENSMUSG00000076435	634	1361	408	685	862	380	1097	1271	1325	1204	938	1534
ENSMUSG00000039084	51	22	0	36	115	0	0	11	24	57	11	25
ENSMUSG00000020869	1483	4023	1013	3205	2800	2040	2225	2528	2845	2563	2756	2818
ENSMUSG00000024414	2425	2421	2380	1917	3795	4213	1227	1765	2635	1924	2672	2141
ENSMUSG00000020868	707	1677	445	1397	2045	704	1512	1165	1172	1202	1444	1980
ENSMUSG00000001506	1073	923	456	953	911	356	1293	509	1032	1273	1100	773
ENSMUSG00000001508	84	115	0	61	22	4	11	50	68	25	26	50
ENSMUSG00000038976	1010	742	855	691	566	1470	317	746	1267	610	962	592
ENSMUSG00000047181	558	325	329	483	495	477	263	455	561	278	484	417
ENSMUSG00000038967	11238	19365	11525	14661	17533	10999	12161	13954	18970	15663	15661	17172
ENSMUSG00000087630	94	0	99	33	16	3	5	11	47	36	5	10
ENSMUSG00000001507	453	115	0	382	283	97	186	174	287	268	111	212
ENSMUSG00000020871	181	9	125	41	0	0	28	0	20	47	42	45
ENSMUSG00000086552	3	59	0	55	127	0	105	0	19	12	20	37
ENSMUSG00000038909	2565	2991	1953	1700	4008	115	2066	1398	2374	2024	1534	2510
ENSMUSG00000038893	597	418	478	308	373	1000	291	527	724	570	576	698
ENSMUSG00000020873	3288	4341	2155	3545	4428	4366	3096	2957	3977	3829	3652	3607
ENSMUSG00000057522	1891	4283	3520	4014	5074	2471	3543	2273	2280	3841	2628	3315
ENSMUSG00000038845	3346	3523	1166	2069	3703	3747	1464	2339	2727	2323	2779	2498
ENSMUSG00000086191	0	8	0	27	25	23	5	9	17	5	11	13
ENSMUSG00000075595	56	525	22	311	559	407	282	380	670	446	307	309
ENSMUSG00000018381	114	153	177	100	0	214	71	15	21	25	36	8
ENSMUSG00000038811	73	80	111	44	0	217	22	8	19	12	8	7
ENSMUSG00000086015	57	2	7	29	5	87	42	23	69	33	13	31
ENSMUSG00000006058	1172	1195	720	1083	1179	795	769	966	1467	1039	1205	1069
ENSMUSG00000014349	316	1109	556	842	1518	811	475	813	1555	723	771	1054
ENSMUSG00000006057	3685	3659	4057	2947	4661	5620	1472	2724	4178	2786	3952	2690
ENSMUSG00000006056	0	0	200	15	0	0	6	13	0	29	0	63
ENSMUSG00000038756	9	99	112	70	2	0	164	6	74	57	0	129
ENSMUSG00000020876	393	1009	236	903	422	423	1080	635	1277	858	974	1084
ENSMUSG00000018666	886	760	546	856	833	1175	457	687	989	794	994	748
ENSMUSG00000081249	197	74	127	200	240	0	57	18	71	76	56	190
ENSMUSG00000038615	994	3688	2835	1826	2002	2260	2545	1551	2280	2123	1249	2002
ENSMUSG00000018672	3136	2018	1686	1454	2774	2470	1134	1211	2049	1741	2261	1404
ENSMUSG00000087117	92	45	129	75	76	0	55	30	20	32	56	37
ENSMUSG00000018669	4479	5287	4684	4320	6098	5307	5329	2741	3806	5083	5270	5063
ENSMUSG00000078700	170	48	0	19	89	0	96	27	22	119	69	96
ENSMUSG00000018659	220	657	413	553	388	490	392	165	328	234	264	572
ENSMUSG00000018678	504	904	180	617	740	542	645	515	746	609	406	764
ENSMUSG00000020877	708	990	867	942	1003	893	621	717	803	918	1054	874
ENSMUSG00000020878	371	169	112	357	0	227	139	31	71	110	57	167
ENSMUSG00000001445	1303	1516	1902	1784	2010	1459	1063	1732	2063	1478	1594	1763
ENSMUSG00000038534	232	700	1215	788	1809	209	499	511	527	778	570	470
ENSMUSG00000038517	381	269	309	290	108	148	261	399	389	507	376	320
ENSMUSG00000001440	1615	1140	163	920	697	1657	668	1199	1390	1179	1229	1032
ENSMUSG00000001441	1513	2469	1436	2544	1991	2589	1856	2737	3312	2800	2248	3105
ENSMUSG00000086680	70	45	0	74	21	0	51	42	15	25	74	47
ENSMUSG00000018882	2569	2935	2448	2230	2575	2210	1348	1746	2624	1852	2049	2170
ENSMUSG00000070337	95	189	0	44	0	0	183	79	58	147	106	145
ENSMUSG00000038485	314	226	104	211	132	723	224	394	404	223	553	155
ENSMUSG00000049807	575	1009	540	901	525	643	1219	821	960	921	1070	1139
ENSMUSG00000047988	27	22	0	10	1	87	10	18	21	34	31	4
ENSMUSG00000043439	397	284	110	174	304	444	194	294	318	442	397	356
ENSMUSG00000085586	0	33	0	52	0	66	6	20	16	60	42	83
ENSMUSG00000038437	369	108	197	144	108	237	189	206	377	207	335	174
ENSMUSG00000078695	966	819	1011	840	1695	1717	487	916	1440	763	1183	885
ENSMUSG00000018537	29	22	1	43	16	0	0	6	10	15	11	8
ENSMUSG00000069744	5345	4982	3708	3721	6128	6680	2434	3078	4599	3482	4487	3726
ENSMUSG00000018547	115	11	5	17	144	69	32	52	111	19	39	16
ENSMUSG00000018541	849	1453	1010	682	1152	238	736	778	1213	847	1191	1369
ENSMUSG00000071415	839	784	818	661	1726	1374	391	634	1374	530	925	676
ENSMUSG00000038366	2044	5784	5388	4216	6038	1560	4624	4136	5560	4158	4029	5910
ENSMUSG00000050538	400	569	100	578	1156	1047	263	310	750	440	483	364
ENSMUSG00000017417	305	185	499	287	0	0	95	6	0	41	33	67
ENSMUSG00000038352	283	100	50	99	138	155	47	69	112	73	126	116
ENSMUSG00000020882	813	872	738	521	1184	729	1123	598	819	1205	1018	1019
ENSMUSG00000017404	2324	1666	1714	1640	3033	3822	956	1522	2356	1417	1852	1507
ENSMUSG00000020883	1648	2117	1346	1635	1890	701	1909	1647	1765	1927	1970	2505
ENSMUSG00000018160	878	1086	957	1161	859	654	1042	850	1186	1137	929	1155
ENSMUSG00000003119	149	258	121	138	775	1269	271	489	540	478	450	584
ENSMUSG00000038255	71	27	0	39	33	126	0	6	26	0	0	13
ENSMUSG00000061718	8400	8228	8262	7597	8240	11294	5322	7156	9414	8136	10882	8086
ENSMUSG00000085944	93	31	78	64	14	54	72	58	146	69	149	60
ENSMUSG00000018167	2751	3067	3042	2278	1973	1886	2314	1593	2266	2588	2251	2432
ENSMUSG00000038208	145	180	0	184	292	370	150	63	102	80	161	178
ENSMUSG00000062312	609	1420	0	955	898	1402	1431	745	1124	952	844	1546
ENSMUSG00000002580	2301	1504	840	1724	2317	2489	837	1519	2234	1324	1871	1379
ENSMUSG00000084835	67	10	0	12	0	58	25	9	43	26	15	30
ENSMUSG00000019312	22	28	0	17	0	0	91	0	0	23	0	0
ENSMUSG00000038150	2197	2900	2295	2645	2823	3087	1666	1662	2362	1889	2134	1883
ENSMUSG00000078134	9	12	11	22	18	10	5	18	8	14	19	18
ENSMUSG00000017221	4324	5256	3193	4654	5916	4642	3612	3980	4839	5330	4760	4885
ENSMUSG00000017210	1196	2422	3055	2224	2087	1929	1899	1206	2323	2497	1852	2766
ENSMUSG00000058756	2277	1603	1432	1725	1842	3207	1805	2067	3239	2181	2344	2092
ENSMUSG00000020889	8542	10833	6686	7922	11161	5669	10028	7670	11714	12585	10541	16354
ENSMUSG00000052915	1243	1047	680	847	1659	1577	886	885	1143	1395	1273	1100
ENSMUSG00000075576	72	37	156	17	0	132	48	59	40	28	108	111
ENSMUSG00000078676	1467	1702	997	1705	2076	580	1680	1445	2223	1679	1508	2219
ENSMUSG00000038020	127	49	31	8	248	0	121	129	34	158	77	170
ENSMUSG00000038013	415	233	310	312	113	305	162	434	717	421	470	304
ENSMUSG00000017499	0	0	0	0	0	0	0	26	0	11	10	0
ENSMUSG00000037992	130	173	105	77	158	139	194	168	48	219	124	193
ENSMUSG00000017493	561	413	623	805	2	850	258	293	278	519	372	314
ENSMUSG00000037935	762	1197	790	1188	1632	1670	1177	806	1248	1030	1580	1142
ENSMUSG00000055937	0	25	0	30	0	0	8	21	37	8	37	8
ENSMUSG00000019761	530	431	343	395	712	479	220	380	667	338	524	467
ENSMUSG00000086688	15	12	14	10	17	12	5	11	22	9	9	12
ENSMUSG00000054146	780	179	180	720	168	169	129	19	93	91	126	259
ENSMUSG00000020911	33	15	0	37	0	0	25	0	45	0	0	24
ENSMUSG00000035530	26909	25956	20879	22833	38503	32654	15084	20155	30481	20538	28286	22760
ENSMUSG00000006930	234	307	0	398	196	74	233	110	74	193	132	262
ENSMUSG00000091478	221	147	179	197	215	253	75	189	225	180	225	141
ENSMUSG00000001552	3409	4654	2118	3603	3030	1588	3238	3983	4562	3899	3484	4224
ENSMUSG00000006931	2863	2916	3169	2684	3146	3530	2579	2240	3445	3262	3049	2848
ENSMUSG00000001555	6415	8529	8443	6802	5888	10314	6558	6663	7809	8000	7208	8599
ENSMUSG00000017176	2143	1870	2025	2028	2262	1751	1611	1842	2281	2130	2230	2018
ENSMUSG00000001558	79	26	0	47	113	0	42	4	39	46	18	38
ENSMUSG00000048732	0	146	0	217	0	0	124	58	31	136	116	56
ENSMUSG00000020917	2651	11190	4306	6302	8015	6247	8408	4954	5724	5357	4992	8433
ENSMUSG00000006784	90	150	943	330	284	4	119	116	129	169	213	502
ENSMUSG00000006782	12962	15633	7967	11509	15225	9689	10874	9504	15574	11905	12395	15744
ENSMUSG00000014195	6062	5954	5019	5904	7278	5544	6112	4368	6959	6677	6265	6955
ENSMUSG00000017837	658	1051	292	741	827	599	603	1021	775	871	731	1014
ENSMUSG00000085604	0	28	0	16	0	39	22	0	0	1	4	0
ENSMUSG00000017830	189	208	0	135	0	16	90	60	113	73	128	66
ENSMUSG00000020918	2275	2075	2171	2008	1582	838	3338	1733	2294	3660	2306	2426
ENSMUSG00000019173	384	198	63	219	583	370	231	347	445	245	210	306
ENSMUSG00000017747	1090	1027	119	831	194	569	741	822	966	1153	905	885
ENSMUSG00000020919	644	1726	491	1395	1762	283	1103	1337	1145	1276	758	1281
ENSMUSG00000004043	23	171	2	196	3	282	318	224	471	427	151	248
ENSMUSG00000004040	2509	6762	4779	4392	5738	3535	4980	2228	2735	3233	2196	3592
ENSMUSG00000004044	777	1318	1458	931	402	2407	912	169	381	394	325	475
ENSMUSG00000019302	2694	7474	4035	5139	5778	2190	4850	5269	6392	5868	4456	7784
ENSMUSG00000001751	1385	1615	1035	1262	1407	689	1416	1250	1392	1848	1455	1911
ENSMUSG00000001755	1393	2302	1678	2234	2609	2159	1751	1545	1661	2688	2595	2109
ENSMUSG00000017801	1290	1461	964	1122	1392	1118	1079	1080	1505	1246	1777	1432
ENSMUSG00000019303	206	269	359	281	232	224	94	170	236	253	175	292
ENSMUSG00000017802	568	932	343	791	182	1158	759	671	1085	462	595	969
ENSMUSG00000035198	1137	2138	1838	1974	2113	2278	1417	1206	1408	1671	1427	1410
ENSMUSG00000045007	256	30	3	74	0	0	82	51	33	26	101	79
ENSMUSG00000035172	1228	1277	653	966	1660	957	1121	1015	1313	1509	1169	1305
ENSMUSG00000044052	14	28	0	25	55	129	19	20	12	11	42	21
ENSMUSG00000006920	1414	2808	366	2254	2616	1034	3417	1540	2008	2278	1551	2980
ENSMUSG00000001240	3322	2896	3426	2549	3563	6073	1548	2323	3304	2475	2794	2513
ENSMUSG00000078656	65	48	3	56	101	32	69	35	81	68	46	33
ENSMUSG00000035112	1	15	0	54	0	221	72	44	33	33	15	32
ENSMUSG00000017188	2610	2307	2653	2295	3664	3803	1090	1683	2983	2061	2601	1832
ENSMUSG00000035086	2526	2299	1316	2240	3878	1887	2314	1498	1978	2383	2262	2225
ENSMUSG00000078652	1632	3357	1786	3087	3361	1203	2683	2304	2733	2195	2565	3546
ENSMUSG00000078651	1	31	0	1	0	154	12	41	0	25	61	8
ENSMUSG00000019326	37	76	0	12	0	48	31	0	10	0	6	1
ENSMUSG00000097239	7	21	58	13	51	18	14	22	17	21	28	24
ENSMUSG00000075528	186	96	79	132	124	95	166	110	162	168	163	164
ENSMUSG00000097487	12	80	56	5	106	62	39	18	37	93	95	69
ENSMUSG00000035007	975	2576	2515	2255	2344	985	1879	1440	2368	2321	1667	2174
ENSMUSG00000063316	1316	746	819	774	1469	1356	667	863	1150	857	1094	851
ENSMUSG00000010358	1055	557	677	632	504	1033	328	248	408	355	227	216
ENSMUSG00000034993	110	39	20	16	125	49	20	50	86	39	36	34
ENSMUSG00000001313	4433	4636	2482	3838	5504	6421	3040	4762	6368	4510	4396	4935
ENSMUSG00000017146	432	68	636	103	197	0	142	126	265	224	111	264
ENSMUSG00000017119	1650	7486	4116	4476	4296	2337	5771	3276	4657	4872	2800	6300
ENSMUSG00000034947	147	225	0	141	76	62	200	127	74	61	62	206
ENSMUSG00000010362	2501	1818	1624	1626	1759	1729	1347	1611	2180	1743	2034	1744
ENSMUSG00000065767	42	11	13	26	0	4	31	36	54	51	43	26
ENSMUSG00000034936	103	148	162	249	115	456	130	76	92	102	101	78
ENSMUSG00000034931	579	1310	3160	779	1660	456	624	842	688	922	548	1124
ENSMUSG00000017724	2051	1039	880	935	1773	1282	1812	2085	2860	2186	2357	1974
ENSMUSG00000001493	37	0	165	71	129	0	0	0	0	5	0	0
ENSMUSG00000003518	434	904	1216	667	806	931	470	559	852	430	503	559
ENSMUSG00000052373	271	356	10	384	879	125	536	420	348	592	697	631
ENSMUSG00000017314	336	1300	949	875	1134	209	768	1285	1514	1149	625	1177
ENSMUSG00000020921	1817	1540	2018	1017	1471	2395	1032	1117	1884	1229	1611	1579
ENSMUSG00000020922	400	409	486	325	281	203	164	481	491	332	234	330
ENSMUSG00000034793	6109	6406	3075	5207	5774	5611	4203	4929	6899	5665	6241	5806
ENSMUSG00000008855	1052	1890	2179	1403	2125	1636	1607	1373	2193	2113	1671	2177
ENSMUSG00000034773	89	18	0	41	0	0	5	0	46	16	19	52
ENSMUSG00000034757	3997	4573	3607	4082	4725	4955	3785	4596	5516	5311	5166	5475
ENSMUSG00000059995	253	376	270	296	229	93	227	393	327	286	537	363
ENSMUSG00000020923	1700	2830	497	2544	2261	1198	2221	2007	2301	2151	2324	2572
ENSMUSG00000006575	1449	1996	2031	2074	1784	2020	1343	1613	2659	2651	1833	1861
ENSMUSG00000018677	6511	6021	4445	6061	6123	7342	3367	4616	5925	5173	5605	4994
ENSMUSG00000034708	7528	8196	4288	6551	5487	6598	5831	6797	7501	6932	6066	8171
ENSMUSG00000034685	105	112	0	69	103	31	59	120	240	100	90	170
ENSMUSG00000034664	211	74	6	273	294	440	123	31	36	155	92	97
ENSMUSG00000034621	1032	1388	2032	1855	2657	456	1863	1590	1387	1831	1337	1599
ENSMUSG00000078640	451	429	897	270	1100	431	251	404	623	396	431	413
ENSMUSG00000050288	2246	2764	2254	1872	3086	2134	2511	3933	4110	3178	2865	3387
ENSMUSG00000020925	1237	1078	885	1294	1489	370	884	1042	1165	940	954	1135
ENSMUSG00000020926	1231	742	496	692	911	663	1292	694	1243	2057	1770	1117
ENSMUSG00000034520	184	279	0	332	101	1033	301	18	12	59	23	126
ENSMUSG00000020928	68	114	445	164	95	719	40	8	29	20	41	8
ENSMUSG00000020929	2076	3376	2868	3597	2698	2974	3593	2248	2370	2384	2671	2893
ENSMUSG00000020930	147	173	614	398	223	0	81	100	88	114	100	280
ENSMUSG00000020932	40936	49198	47124	49864	55362	48365	36157	17279	20736	20961	20671	19995
ENSMUSG00000045532	243	181	503	214	366	528	242	52	98	110	34	73
ENSMUSG00000085338	33	29	0	80	175	134	51	112	63	59	111	89
ENSMUSG00000020935	2007	2004	1177	1632	2990	2101	1432	1005	2096	1710	1727	1891
ENSMUSG00000020936	3205	3432	2841	2955	2316	3175	2330	2375	3500	3036	3417	2972
ENSMUSG00000020937	243	378	291	316	648	315	280	321	435	464	437	466
ENSMUSG00000056938	4295	3538	2803	3153	1891	3021	3544	1979	3141	4136	3701	3808
ENSMUSG00000048878	1241	1073	954	1053	1851	1531	961	1229	1376	1315	1501	1512
ENSMUSG00000043372	336	669	700	532	276	753	412	498	703	571	904	713
ENSMUSG00000055805	56	123	4	177	0	369	176	100	227	196	86	187
ENSMUSG00000020940	52	15	209	66	2	187	46	14	4	21	39	70
ENSMUSG00000020941	295	387	169	309	216	643	875	383	390	549	619	845
ENSMUSG00000078635	0	11	29	13	14	30	30	24	30	18	13	22
ENSMUSG00000034255	283	596	515	408	477	28	122	112	161	88	98	146
ENSMUSG00000034247	368	651	3	619	572	167	449	174	362	336	196	530
ENSMUSG00000046215	0	19	0	16	0	62	10	6	7	7	6	10
ENSMUSG00000020946	2288	6798	2813	4871	6327	4047	4495	3033	4214	4847	3503	5410
ENSMUSG00000085154	0	10	152	30	0	0	47	0	0	3	18	34
ENSMUSG00000000125	75	63	0	33	0	0	116	54	16	50	125	79
ENSMUSG00000034187	1401	2479	1514	3025	2958	1468	2441	1971	2191	2230	1412	2111
ENSMUSG00000092540	21	1	1	12	0	0	8	11	14	10	2	8
ENSMUSG00000062421	1260	2204	1609	1466	1200	1271	1205	920	1266	1329	1166	1224
ENSMUSG00000018411	1938	2112	1937	1726	1728	3040	1784	2556	3188	2459	2317	2302
ENSMUSG00000018412	717	1354	2446	1288	692	926	1656	1037	1415	1613	772	1651
ENSMUSG00000020687	455	731	108	856	946	570	964	1031	1036	1064	1230	1428
ENSMUSG00000061086	152	105	19	55	0	0	70	22	77	46	55	45
ENSMUSG00000020691	689	500	481	463	1033	500	550	302	746	402	308	665
ENSMUSG00000099681	318	91	414	155	0	182	25	104	85	123	181	99
ENSMUSG00000020694	512	775	518	569	507	888	931	659	977	999	701	741
ENSMUSG00000020695	102	74	0	232	0	0	124	39	0	19	0	8
ENSMUSG00000078627	54	18	0	46	0	0	19	1	2	26	1	36
ENSMUSG00000053580	857	1072	345	792	817	921	1353	844	1368	1102	1270	1215
ENSMUSG00000019590	1143	758	122	1791	2	663	519	65	290	326	165	466
ENSMUSG00000020681	75	280	960	1026	0	0	53	22	193	342	50	22
ENSMUSG00000049354	1309	2254	768	1910	2567	1346	1819	1420	1376	1598	1168	1902
ENSMUSG00000085033	4	7	109	0	0	13	11	3	7	13	16	26
ENSMUSG00000085255	23	24	52	20	15	40	15	14	37	17	21	32
ENSMUSG00000001983	221	103	249	237	413	34	120	174	377	198	272	218
ENSMUSG00000020700	1183	1242	488	633	1012	1401	1348	428	1164	1167	871	876
ENSMUSG00000040699	766	974	898	720	519	1652	516	624	878	571	798	616
ENSMUSG00000069631	1053	1622	701	1156	976	1048	1008	1086	967	1489	1172	1600
ENSMUSG00000078622	2156	4244	1355	3625	3853	2457	3304	2059	3046	2354	2280	3268
ENSMUSG00000020705	1393	2800	3174	2548	3019	784	3413	1590	2129	2917	1918	3601
ENSMUSG00000020706	627	1149	339	1484	893	676	900	921	1259	1026	881	1323
ENSMUSG00000020708	7329	6439	8626	6130	7684	7656	3694	4291	6607	5368	5312	5599
ENSMUSG00000078619	1128	1083	1594	1393	1769	847	1412	1089	1349	1664	1387	1597
ENSMUSG00000009210	174	56	56	67	63	82	40	8	34	10	17	83
ENSMUSG00000001029	320	306	542	339	177	1099	260	38	96	142	36	71
ENSMUSG00000020715	2	246	84	75	28	324	232	171	487	222	259	260
ENSMUSG00000065126	22	22	26	12	14	48	20	18	48	21	51	20
ENSMUSG00000040548	944	1022	1187	762	485	429	1009	426	753	608	668	729
ENSMUSG00000020717	903	1158	578	959	81	2651	943	84	169	255	144	260
ENSMUSG00000020718	128	179	105	166	3	0	199	121	205	171	197	231
ENSMUSG00000020719	22828	18516	20643	19822	21642	18286	21193	19343	31278	27696	27662	25640
ENSMUSG00000018372	1090	595	612	946	500	1123	580	447	691	994	546	893
ENSMUSG00000018363	708	897	775	760	880	575	540	604	980	845	973	875
ENSMUSG00000018362	476	1096	720	691	1502	1285	588	533	953	693	896	778
ENSMUSG00000078607	1134	1906	1076	2023	1561	1032	807	1209	1657	1459	1370	2136
ENSMUSG00000040481	1836	685	601	645	1006	1870	867	964	1380	1057	1233	848
ENSMUSG00000018433	545	913	7	957	2150	72	1142	729	1038	1057	705	1430
ENSMUSG00000040430	5095	7880	6820	6820	9276	7597	7095	5915	10013	7409	7144	7816
ENSMUSG00000081995	1	1	0	9	0	0	0	16	39	18	0	9
ENSMUSG00000087683	84	46	102	55	54	156	59	29	174	43	80	55
ENSMUSG00000085245	8	26	3	26	7	7	32	30	36	28	27	27
ENSMUSG00000020720	4162	3924	2629	4239	4400	4145	2487	3160	4221	3286	3576	3783
ENSMUSG00000020721	463	727	67	959	1240	571	918	591	815	546	530	933
ENSMUSG00000020723	10	178	154	221	181	249	75	82	98	106	77	72
ENSMUSG00000040373	93	150	0	68	0	151	149	37	61	97	0	150
ENSMUSG00000050965	571	1077	521	953	2322	221	883	819	932	1080	721	1399
ENSMUSG00000084978	3	3	29	16	1	56	31	6	31	35	19	16
ENSMUSG00000000049	0	9	0	0	1	0	0	0	30	0	26	12
ENSMUSG00000020728	141	99	1	259	95	47	204	222	338	249	202	386
ENSMUSG00000085811	0	42	0	2	74	40	45	13	22	37	34	31
ENSMUSG00000000142	98	222	80	133	29	232	215	142	272	198	138	170
ENSMUSG00000020599	143	110	0	100	128	272	88	52	39	163	98	90
ENSMUSG00000056687	83	68	0	75	28	106	95	53	125	103	55	111
ENSMUSG00000020611	4448	7813	5455	7656	10099	5457	8803	8858	11042	7943	6856	10560
ENSMUSG00000020610	979	1130	742	838	1520	600	711	479	891	879	667	1118
ENSMUSG00000041920	236	345	431	464	0	642	190	24	47	152	160	51
ENSMUSG00000020604	202	203	883	894	0	2	122	130	350	194	52	18
ENSMUSG00000041895	736	1281	535	940	766	1440	858	1233	1795	1202	1012	1199
ENSMUSG00000020612	16582	23567	18987	19623	22455	17090	14398	14359	18011	16830	16984	19899
ENSMUSG00000020614	9810	8845	6891	7885	7958	10777	9326	10451	13504	13015	12932	12176
ENSMUSG00000020620	0	238	55	209	0	360	98	162	183	132	145	163
ENSMUSG00000041828	982	551	0	503	382	398	911	330	890	1136	647	1456
ENSMUSG00000044749	11	74	0	129	123	0	75	97	157	19	14	180
ENSMUSG00000018800	568	1386	237	703	482	779	938	707	1059	661	454	1029
ENSMUSG00000020623	664	461	268	576	475	363	479	452	781	459	408	473
ENSMUSG00000051497	6301	15507	5708	6702	20610	4717	11810	5510	9511	6586	5283	13538
ENSMUSG00000041674	422	395	781	270	116	203	257	146	232	407	380	255
ENSMUSG00000000567	16478	27085	14786	19996	21573	13876	17716	19992	25592	18565	22829	27713
ENSMUSG00000075437	2591	2919	1710	2532	1967	3300	1306	1288	2770	1721	1644	2131
